episode,winner,left_Fire_vizard,left_Lightning_Mage,left_Wanderer_Magician,right_Fire_vizard,right_Lightning_Mage,right_Wanderer_Magician
1719,Left Team Wins!,0,31,2,15,9,9
1720,Left Team Wins!,1,19,1,8,8,4
1721,Right Team Wins!,5,20,0,9,5,11
1722,Right Team Wins!,5,13,3,3,13,5
1723,Left Team Wins!,0,21,2,8,5,10
1724,Left Team Wins!,1,17,1,5,7,7
1725,Right Team Wins!,3,18,3,12,8,4
1726,Right Team Wins!,1,15,9,11,7,7
1727,Left Team Wins!,3,32,1,14,7,15
1728,Right Team Wins!,5,15,2,10,6,6
1729,Left Team Wins!,3,18,1,8,12,2
1730,Left Team Wins!,2,12,2,7,6,3
1731,Right Team Wins!,8,16,4,11,10,6
1732,Right Team Wins!,11,18,4,11,11,11
1733,Right Team Wins!,6,13,10,9,8,12
1734,Right Team Wins!,9,25,1,14,5,16
1735,Left Team Wins!,7,18,2,12,5,10
1736,Right Team Wins!,2,24,3,8,11,10
1737,Left Team Wins!,3,22,4,7,13,8
1738,Right Team Wins!,10,12,2,5,8,11
1739,Left Team Wins!,11,21,0,14,10,8
1740,Left Team Wins!,5,15,0,5,11,4
1741,Right Team Wins!,6,16,3,9,6,10
1742,Right Team Wins!,5,18,3,11,9,6
1743,Right Team Wins!,5,20,2,6,5,16
1744,Right Team Wins!,10,15,1,10,7,9
1745,Right Team Wins!,5,24,3,6,9,17
1746,Left Team Wins!,5,14,0,10,6,3
1747,Right Team Wins!,4,14,4,5,8,9
1748,Right Team Wins!,12,17,2,11,12,8
1749,Right Team Wins!,5,27,2,11,13,10
1750,Left Team Wins!,4,17,1,6,10,6
1751,Left Team Wins!,6,22,1,7,10,12
1752,Right Team Wins!,6,21,2,12,9,8
1753,Right Team Wins!,5,30,0,12,4,20
1754,Right Team Wins!,9,17,3,10,9,10
1755,Right Team Wins!,5,12,2,6,8,5
1756,Right Team Wins!,8,9,2,3,12,4
1757,Right Team Wins!,7,12,3,8,8,6
1758,Left Team Wins!,5,15,1,6,5,10
1759,Right Team Wins!,4,17,5,6,7,12
1760,Left Team Wins!,3,19,1,10,7,6
1761,Draw!,15,18,2,15,11,9
1762,Left Team Wins!,2,16,2,2,10,8
1763,Draw!,7,26,3,13,6,17
1764,Right Team Wins!,3,24,3,7,11,12
1765,Left Team Wins!,2,27,2,5,16,10
1766,Left Team Wins!,1,19,3,9,4,10
1767,Left Team Wins!,0,21,1,10,5,7
1768,Draw!,2,34,0,15,7,14
1769,Right Team Wins!,11,9,4,10,4,10
1770,Left Team Wins!,0,17,0,5,5,7
1771,Left Team Wins!,1,18,0,6,7,6
1772,Right Team Wins!,11,14,0,9,6,10
1773,Left Team Wins!,6,27,0,9,11,13
1774,Left Team Wins!,2,19,1,7,7,8
1775,Left Team Wins!,4,21,0,9,11,5
1776,Right Team Wins!,18,10,3,12,9,10
1777,Right Team Wins!,14,7,2,6,6,11
1778,Right Team Wins!,10,12,3,11,7,7
1779,Left Team Wins!,15,13,0,9,10,9
1780,Left Team Wins!,29,6,0,9,17,8
1781,Left Team Wins!,17,6,0,8,11,4
1782,Left Team Wins!,17,12,1,10,7,13
1783,Right Team Wins!,22,1,8,10,8,13
1784,Left Team Wins!,27,4,3,11,12,11
1785,Right Team Wins!,26,2,5,9,11,13
1786,Right Team Wins!,25,3,2,6,13,11
1787,Left Team Wins!,18,3,4,11,7,7
1788,Right Team Wins!,21,5,0,12,8,6
1789,Left Team Wins!,22,2,1,12,6,7
1790,Right Team Wins!,25,2,3,15,7,8
1791,Left Team Wins!,28,3,0,14,7,10
1792,Right Team Wins!,25,3,1,5,12,12
1793,Right Team Wins!,32,3,0,13,13,10
1794,Right Team Wins!,25,5,3,7,11,15
1795,Left Team Wins!,27,0,1,12,9,7
1796,Left Team Wins!,30,0,1,8,12,11
1797,Left Team Wins!,23,1,0,8,8,8
1798,Left Team Wins!,23,3,2,9,8,11
1799,Right Team Wins!,18,1,5,5,10,9
1800,Left Team Wins!,24,3,0,10,9,8
1801,Draw!,31,4,1,14,11,11
1802,Left Team Wins!,23,1,0,6,11,7
1803,Right Team Wins!,21,9,1,11,9,11
1804,Right Team Wins!,8,7,4,10,4,5
1805,Left Team Wins!,20,8,0,8,9,11
1806,Right Team Wins!,19,10,1,4,13,13
1807,Left Team Wins!,24,6,0,9,14,7
1808,Left Team Wins!,19,8,0,12,4,12
1809,Right Team Wins!,17,11,1,8,15,6
1810,Right Team Wins!,11,15,1,5,9,13
1811,Draw!,24,12,0,10,10,15
1812,Right Team Wins!,12,8,7,11,8,8
1813,Left Team Wins!,13,22,1,11,8,16
1814,Left Team Wins!,21,6,3,12,5,13
1815,Right Team Wins!,23,2,7,9,13,10
1816,Right Team Wins!,27,6,1,9,16,9
1817,Right Team Wins!,21,0,2,4,9,10
1818,Right Team Wins!,24,3,2,6,13,9
1819,Right Team Wins!,23,6,0,8,11,10
1820,Right Team Wins!,23,4,1,6,10,12
1821,Right Team Wins!,20,5,3,12,9,7
1822,Left Team Wins!,19,0,1,6,10,3
1823,Left Team Wins!,23,1,2,5,5,16
1824,Right Team Wins!,25,1,4,14,9,7
1825,Left Team Wins!,30,1,0,7,13,11
1826,Left Team Wins!,27,1,0,10,8,10
1827,Right Team Wins!,22,2,2,8,8,10
1828,Right Team Wins!,18,1,5,6,7,11
1829,Right Team Wins!,13,3,4,6,9,5
1830,Right Team Wins!,21,2,4,10,6,11
1831,Left Team Wins!,24,2,0,10,11,5
1832,Right Team Wins!,23,5,2,8,11,10
1833,Draw!,32,3,1,6,13,17
1834,Right Team Wins!,16,11,0,5,11,11
1835,Right Team Wins!,17,8,3,15,8,5
1836,Left Team Wins!,25,7,0,10,12,10
1837,Right Team Wins!,5,13,1,7,8,4
1838,Right Team Wins!,12,17,1,8,15,7
1839,Left Team Wins!,9,14,1,7,9,7
1840,Right Team Wins!,19,5,1,12,7,6
1841,Left Team Wins!,15,6,2,10,6,7
1842,Right Team Wins!,19,4,5,12,9,7
1843,Left Team Wins!,18,11,0,9,11,8
1844,Left Team Wins!,10,10,1,6,8,6
1845,Left Team Wins!,14,11,0,7,8,10
1846,Draw!,10,26,0,16,10,10
1847,Left Team Wins!,12,11,0,8,10,5
1848,Right Team Wins!,17,5,2,7,11,6
1849,Right Team Wins!,15,6,1,6,10,6
1850,Right Team Wins!,16,1,6,9,6,7
1851,Right Team Wins!,17,11,3,12,11,8
1852,Left Team Wins!,14,20,0,12,8,13
1853,Right Team Wins!,15,14,2,8,10,13
1854,Left Team Wins!,3,24,0,9,9,9
1855,Right Team Wins!,7,14,2,6,6,11
1856,Right Team Wins!,12,17,3,10,10,12
1857,Right Team Wins!,23,3,2,9,9,10
1858,Draw!,13,23,0,14,11,11
1859,Left Team Wins!,5,22,0,12,4,11
1860,Right Team Wins!,19,11,3,10,10,13
1861,Right Team Wins!,18,9,5,10,11,11
1862,Left Team Wins!,20,16,0,10,12,14
1863,Right Team Wins!,18,1,4,6,12,5
1864,Right Team Wins!,19,5,3,9,13,5
1865,Left Team Wins!,19,5,1,10,8,7
1866,Draw!,27,8,1,12,9,14
1867,Right Team Wins!,27,2,0,8,8,13
1868,Right Team Wins!,16,2,5,7,9,7
1869,Left Team Wins!,19,9,3,7,10,14
1870,Left Team Wins!,20,5,1,9,9,7
1871,Right Team Wins!,27,1,1,7,8,14
1872,Right Team Wins!,20,4,1,5,8,12
1873,Draw!,35,1,0,14,12,9
1874,Right Team Wins!,20,6,2,10,8,10
1875,Right Team Wins!,12,4,2,7,7,4
1876,Left Team Wins!,21,2,2,7,8,10
1877,Right Team Wins!,25,2,3,8,8,14
1878,Right Team Wins!,18,4,1,5,9,9
1879,Right Team Wins!,24,5,2,13,10,8
1880,Right Team Wins!,14,4,3,4,10,7
1881,Left Team Wins!,24,2,0,12,8,6
1882,Right Team Wins!,28,3,2,12,12,9
1883,Right Team Wins!,21,4,0,7,11,7
1884,Right Team Wins!,32,1,1,14,9,11
1885,Left Team Wins!,22,2,2,8,10,8
1886,Right Team Wins!,22,1,2,9,8,8
1887,Right Team Wins!,24,2,0,10,10,6
1888,Right Team Wins!,19,3,3,8,10,7
1889,Right Team Wins!,26,1,2,9,12,8
1890,Right Team Wins!,26,5,4,11,12,12
1891,Right Team Wins!,16,4,1,7,8,6
1892,Left Team Wins!,23,10,1,11,11,12
1893,Right Team Wins!,28,2,1,12,13,6
1894,Right Team Wins!,20,2,2,12,8,5
1895,Right Team Wins!,17,5,2,12,7,5
1896,Left Team Wins!,27,4,1,10,12,10
1897,Left Team Wins!,19,5,1,8,8,9
1898,Right Team Wins!,26,2,5,10,10,13
1899,Left Team Wins!,14,11,2,13,6,8
1900,Left Team Wins!,22,7,1,8,10,12
1901,Left Team Wins!,11,7,2,5,7,7
1902,Right Team Wins!,17,7,2,13,6,7
1903,Left Team Wins!,18,6,1,9,9,7
1904,Draw!,28,8,0,10,12,14
1905,Right Team Wins!,17,5,2,9,8,7
1906,Right Team Wins!,27,5,3,13,13,10
1907,Left Team Wins!,21,9,2,8,11,12
1908,Right Team Wins!,32,2,1,13,8,15
1909,Right Team Wins!,20,2,5,8,9,10
1910,Draw!,35,0,1,11,13,11
1911,Left Team Wins!,20,5,0,5,12,8
1912,Right Team Wins!,23,3,1,9,8,10
1913,Left Team Wins!,30,2,3,10,13,12
1914,Right Team Wins!,27,3,4,9,12,12
1915,Draw!,32,0,3,11,7,17
1916,Draw!,35,0,1,14,11,11
1917,Right Team Wins!,20,2,3,10,6,9
1918,Right Team Wins!,28,3,4,13,12,10
1919,Right Team Wins!,25,3,2,8,11,11
1920,Left Team Wins!,18,2,3,8,10,5
1921,Left Team Wins!,26,1,2,12,10,7
1922,Right Team Wins!,20,2,3,4,12,9
1923,Left Team Wins!,18,2,4,6,10,8
1924,Right Team Wins!,22,3,1,9,10,7
1925,Left Team Wins!,17,3,3,8,12,3
1926,Draw!,35,1,0,8,14,14
1927,Right Team Wins!,18,3,2,8,9,6
1928,Draw!,32,2,2,10,14,12
1929,Right Team Wins!,33,0,2,12,14,10
1930,Right Team Wins!,19,2,1,9,8,5
1931,Right Team Wins!,17,3,2,6,10,6
1932,Right Team Wins!,20,2,1,11,6,6
1933,Right Team Wins!,21,3,2,5,11,9
1934,Right Team Wins!,23,5,1,9,7,12
1935,Right Team Wins!,18,3,3,6,8,10
1936,Right Team Wins!,27,3,5,9,10,15
1937,Right Team Wins!,15,3,3,4,10,7
1938,Right Team Wins!,23,2,2,8,6,13
1939,Left Team Wins!,21,3,3,8,9,10
1940,Right Team Wins!,19,2,2,7,7,9
1941,Left Team Wins!,22,3,1,10,11,5
1942,Right Team Wins!,25,3,3,15,5,11
1943,Right Team Wins!,23,4,3,13,6,11
1944,Draw!,35,1,0,13,9,14
1945,Right Team Wins!,19,2,5,6,10,10
1946,Right Team Wins!,19,2,2,3,14,6
1947,Right Team Wins!,32,1,2,12,11,13
1948,Right Team Wins!,22,6,5,12,10,11
1949,Left Team Wins!,18,4,1,10,6,7
1950,Right Team Wins!,23,4,1,9,11,8
1951,Right Team Wins!,22,1,3,4,12,9
1952,Right Team Wins!,28,0,6,17,10,7
1953,Left Team Wins!,28,5,1,9,12,13
1954,Right Team Wins!,16,2,1,8,7,4
1955,Left Team Wins!,23,4,1,8,12,8
1956,Left Team Wins!,23,5,0,8,10,9
1957,Right Team Wins!,16,2,5,5,11,7
1958,Draw!,35,0,1,12,12,12
1959,Left Team Wins!,16,2,1,12,3,4
1960,Left Team Wins!,22,1,1,10,5,8
1961,Right Team Wins!,19,6,2,5,11,11
1962,Left Team Wins!,34,1,1,12,12,12
1963,Left Team Wins!,31,1,1,13,11,9
1964,Right Team Wins!,24,3,0,7,11,9
1965,Right Team Wins!,18,2,4,7,10,7
1966,Left Team Wins!,32,4,0,8,15,13
1967,Left Team Wins!,18,4,1,8,8,6
1968,Right Team Wins!,18,3,1,7,8,7
1969,Left Team Wins!,25,3,1,15,6,8
1970,Left Team Wins!,18,5,0,4,11,8
1971,Right Team Wins!,28,2,1,12,5,13
1972,Right Team Wins!,13,4,3,9,7,4
1973,Left Team Wins!,26,4,0,6,12,12
1974,Right Team Wins!,23,1,2,12,6,8
1975,Right Team Wins!,17,1,2,13,5,2
1976,Right Team Wins!,25,3,3,12,12,7
1977,Right Team Wins!,20,2,1,7,9,7
1978,Right Team Wins!,17,4,3,12,5,7
1979,Left Team Wins!,18,3,0,9,5,7
1980,Left Team Wins!,24,4,1,9,6,14
1981,Right Team Wins!,29,2,4,13,9,14
1982,Right Team Wins!,24,3,3,12,10,8
1983,Left Team Wins!,29,3,0,11,11,10
1984,Right Team Wins!,22,4,3,11,8,10
1985,Right Team Wins!,30,1,5,12,13,11
1986,Right Team Wins!,16,3,2,7,13,1
1987,Right Team Wins!,19,1,5,9,6,10
1988,Draw!,34,2,0,13,8,15
1989,Left Team Wins!,17,3,0,7,9,4
1990,Right Team Wins!,29,1,3,15,8,10
1991,Right Team Wins!,32,2,2,15,13,8
1992,Right Team Wins!,22,2,2,5,10,10
1993,Right Team Wins!,22,3,2,8,10,9
1994,Left Team Wins!,24,3,0,7,6,14
1995,Left Team Wins!,31,3,1,14,12,9
1996,Right Team Wins!,21,1,5,12,10,6
1997,Right Team Wins!,23,0,5,12,9,7
1998,Right Team Wins!,34,1,0,11,13,11
1999,Right Team Wins!,23,4,1,7,11,10
2000,Right Team Wins!,33,0,2,11,9,15
2001,Draw!,35,0,0,14,11,11
2002,Left Team Wins!,20,6,0,6,10,10
2003,Draw!,2,2,32,10,18,7
2004,Right Team Wins!,8,15,12,9,11,16
2005,Right Team Wins!,9,9,9,7,15,5
2006,Left Team Wins!,6,1,25,10,14,10
2007,Left Team Wins!,9,11,16,8,10,18
2008,Right Team Wins!,14,6,3,6,11,6
2009,Right Team Wins!,15,11,9,15,7,13
2010,Draw!,11,9,15,12,9,14
2011,Left Team Wins!,11,6,15,13,10,9
2012,Left Team Wins!,7,7,12,11,7,8
2013,Left Team Wins!,3,13,15,9,11,11
2014,Right Team Wins!,17,5,12,12,5,15
2015,Draw!,12,13,10,12,9,14
2016,Right Team Wins!,7,9,16,9,10,13
2017,Draw!,9,12,14,11,15,10
2018,Left Team Wins!,9,12,12,13,10,10
2019,Right Team Wins!,7,11,9,3,15,9
2020,Right Team Wins!,15,12,7,14,14,6
2021,Right Team Wins!,19,2,4,13,5,8
2022,Right Team Wins!,30,2,3,16,10,10
2023,Right Team Wins!,17,2,5,8,11,5
2024,Right Team Wins!,28,2,1,8,11,12
2025,Draw!,35,0,1,11,14,11
2026,Left Team Wins!,23,0,2,9,10,6
2027,Right Team Wins!,18,2,0,7,7,5
2028,Left Team Wins!,21,1,3,7,14,4
2029,Right Team Wins!,21,3,1,9,9,7
2030,Draw!,14,22,0,9,10,17
1,Right Team Wins!,11,9,8,11,9,8
2,Left Team Wins!,6,12,4,7,9,6
3,Right Team Wins!,8,11,11,9,8,13
4,Right Team Wins!,8,8,7,5,10,8
5,Right Team Wins!,10,9,8,10,6,11
6,Right Team Wins!,16,9,9,15,9,10
7,Left Team Wins!,12,2,17,13,9,11
8,Right Team Wins!,10,14,3,8,8,11
9,Right Team Wins!,10,12,12,13,10,11
10,Right Team Wins!,7,10,7,6,10,8
11,Right Team Wins!,10,13,9,11,9,12
12,Right Team Wins!,11,14,9,11,14,9
13,Right Team Wins!,6,16,10,16,7,9
14,Draw!,12,18,5,13,11,12
15,Right Team Wins!,6,4,14,8,12,4
16,Right Team Wins!,14,7,7,12,5,11
17,Draw!,17,9,10,9,12,15
18,Draw!,13,9,13,13,9,14
19,Right Team Wins!,4,15,6,12,8,5
20,Right Team Wins!,12,7,15,14,9,11
21,Draw!,12,15,9,14,8,14
22,Right Team Wins!,12,14,4,13,7,10
23,Left Team Wins!,5,9,7,9,8,4
24,Left Team Wins!,5,13,13,9,7,15
25,Right Team Wins!,6,13,10,7,11,10
26,Left Team Wins!,4,10,13,11,9,7
27,Draw!,10,13,13,17,11,8
28,Right Team Wins!,3,13,9,9,8,8
29,Right Team Wins!,10,7,15,12,12,8
30,Left Team Wins!,4,15,11,12,5,13
31,Right Team Wins!,9,16,6,10,9,12
32,Right Team Wins!,5,9,11,9,10,6
33,Right Team Wins!,3,18,8,6,13,10
34,Right Team Wins!,6,16,10,7,8,17
35,Draw!,0,22,14,11,13,12
36,Left Team Wins!,5,23,8,12,7,17
37,Left Team Wins!,2,14,6,9,6,6
38,Right Team Wins!,6,2,14,12,8,2
39,Right Team Wins!,8,2,23,9,13,11
40,Left Team Wins!,5,13,5,8,6,9
41,Right Team Wins!,13,9,4,8,10,8
42,Left Team Wins!,4,19,5,9,10,9
43,Draw!,22,4,9,16,4,15
44,Right Team Wins!,12,3,21,10,9,17
45,Right Team Wins!,10,2,24,11,18,7
46,Draw!,26,3,7,10,9,16
47,Draw!,15,0,21,18,8,10
48,Right Team Wins!,4,1,29,7,12,11
49,Right Team Wins!,1,11,24,8,9,15
50,Left Team Wins!,25,3,1,9,12,8
51,Left Team Wins!,17,1,0,6,9,3
52,Left Team Wins!,34,0,0,11,16,7
53,Left Team Wins!,20,2,1,6,8,9
54,Right Team Wins!,5,13,3,5,9,7
55,Left Team Wins!,27,1,0,7,7,14
56,Left Team Wins!,24,5,5,11,13,10
57,Left Team Wins!,10,14,3,5,7,15
58,Left Team Wins!,11,15,3,5,10,14
59,Right Team Wins!,3,28,0,10,9,12
60,Right Team Wins!,4,17,2,8,10,5
61,Left Team Wins!,10,10,2,9,3,10
62,Draw!,9,17,10,13,12,10
63,Draw!,14,18,4,11,10,15
64,Right Team Wins!,10,6,8,11,8,5
65,Right Team Wins!,11,11,9,16,8,7
66,Right Team Wins!,13,10,8,8,15,8
67,Right Team Wins!,10,5,12,9,11,7
68,Left Team Wins!,6,14,11,6,11,13
69,Right Team Wins!,8,13,8,9,10,10
70,Draw!,2,18,16,14,10,12
71,Draw!,4,9,23,18,8,10
72,Draw!,4,8,24,8,19,8
73,Left Team Wins!,4,16,3,7,9,7
74,Draw!,2,8,26,14,9,13
75,Left Team Wins!,5,18,4,5,8,14
76,Draw!,1,10,25,15,9,12
77,Left Team Wins!,4,15,9,9,10,9
78,Right Team Wins!,8,6,20,11,14,9
79,Right Team Wins!,7,8,19,14,9,11
80,Right Team Wins!,4,9,16,15,8,6
81,Left Team Wins!,5,14,0,7,6,6
82,Right Team Wins!,3,5,27,12,8,12
83,Left Team Wins!,3,16,3,10,6,6
84,Draw!,2,11,23,12,10,13
85,Left Team Wins!,5,14,1,8,9,3
86,Right Team Wins!,12,6,5,4,12,7
87,Draw!,8,4,24,12,12,12
88,Right Team Wins!,10,5,9,8,9,7
89,Right Team Wins!,10,3,20,11,15,7
90,Right Team Wins!,13,3,20,16,9,11
91,Draw!,10,9,17,12,10,13
92,Draw!,6,4,26,18,10,8
93,Draw!,12,7,17,10,10,16
94,Left Team Wins!,6,13,14,9,11,13
95,Draw!,8,9,19,12,11,12
96,Right Team Wins!,19,2,15,15,8,13
97,Right Team Wins!,19,8,6,10,14,8
98,Draw!,5,18,13,15,13,8
99,Draw!,20,5,11,13,10,13
100,Right Team Wins!,20,3,12,12,12,11
101,Left Team Wins!,4,9,17,8,14,8
102,Right Team Wins!,4,9,12,10,13,2
103,Right Team Wins!,9,10,16,10,12,13
104,Left Team Wins!,4,14,14,11,8,13
105,Left Team Wins!,5,13,14,10,14,8
106,Draw!,3,16,17,10,13,12
107,Right Team Wins!,13,11,11,14,12,10
108,Left Team Wins!,0,13,8,7,5,9
109,Draw!,6,16,13,13,9,14
110,Right Team Wins!,12,11,13,12,8,16
111,Left Team Wins!,8,8,11,6,12,9
112,Left Team Wins!,4,13,11,7,12,9
113,Left Team Wins!,6,7,14,8,10,9
114,Right Team Wins!,17,4,4,9,8,8
115,Left Team Wins!,11,16,9,10,11,15
116,Left Team Wins!,3,8,8,9,9,1
117,Left Team Wins!,7,13,10,14,5,10
118,Right Team Wins!,12,16,4,12,13,7
119,Right Team Wins!,8,9,8,6,13,6
120,Right Team Wins!,14,5,8,12,5,10
121,Right Team Wins!,9,5,10,5,13,6
122,Draw!,8,12,16,17,9,10
123,Draw!,14,9,13,8,13,15
124,Draw!,5,13,18,10,13,12
125,Draw!,8,6,21,10,11,14
126,Right Team Wins!,11,3,12,10,14,2
127,Draw!,7,3,25,14,12,9
128,Right Team Wins!,16,2,18,11,11,14
129,Draw!,4,13,19,14,1,20
130,Left Team Wins!,5,11,3,7,8,4
131,Right Team Wins!,15,8,13,11,13,12
132,Draw!,11,8,17,6,12,17
133,Left Team Wins!,6,16,3,12,5,8
134,Right Team Wins!,12,5,18,9,10,13
135,Left Team Wins!,9,19,8,13,9,14
136,Right Team Wins!,12,5,19,13,9,14
137,Right Team Wins!,7,6,18,9,15,7
138,Left Team Wins!,18,10,3,8,9,14
139,Left Team Wins!,13,15,5,8,17,8
140,Left Team Wins!,13,11,10,8,15,11
141,Left Team Wins!,5,11,14,13,10,7
142,Right Team Wins!,7,8,18,11,11,10
143,Right Team Wins!,8,7,18,13,8,12
144,Left Team Wins!,10,10,4,6,12,6
145,Draw!,11,12,13,13,9,14
146,Left Team Wins!,7,15,4,12,8,6
147,Left Team Wins!,7,16,9,9,10,13
148,Right Team Wins!,22,3,9,10,11,13
149,Draw!,16,8,12,12,8,16
150,Left Team Wins!,8,11,14,7,14,11
151,Right Team Wins!,11,7,4,6,8,8
152,Right Team Wins!,15,8,13,9,11,15
153,Draw!,12,8,16,13,8,15
154,Right Team Wins!,18,5,10,11,12,10
155,Draw!,14,11,11,15,9,12
156,Right Team Wins!,15,11,10,10,16,10
157,Right Team Wins!,9,12,1,4,6,12
158,Left Team Wins!,4,9,18,13,10,9
159,Draw!,7,13,16,10,10,15
160,Right Team Wins!,8,10,7,7,10,8
161,Left Team Wins!,4,14,13,10,13,7
162,Right Team Wins!,7,11,6,5,11,8
163,Left Team Wins!,4,13,7,9,7,8
164,Left Team Wins!,5,11,12,13,5,10
165,Right Team Wins!,9,9,1,7,10,2
166,Right Team Wins!,12,5,0,8,5,4
167,Right Team Wins!,5,12,4,8,9,4
168,Left Team Wins!,7,5,8,7,8,5
169,Right Team Wins!,16,8,3,9,7,11
170,Draw!,19,10,7,10,11,15
171,Right Team Wins!,24,5,1,11,7,12
172,Left Team Wins!,8,8,6,8,8,6
173,Left Team Wins!,9,10,7,7,8,11
174,Right Team Wins!,12,12,5,11,8,10
175,Right Team Wins!,12,9,4,12,9,4
176,Draw!,12,15,9,7,15,13
177,Right Team Wins!,15,11,6,9,13,10
178,Left Team Wins!,7,12,12,13,9,9
179,Draw!,18,10,8,9,9,18
180,Right Team Wins!,16,5,12,14,7,12
181,Right Team Wins!,16,4,5,8,10,7
182,Left Team Wins!,16,10,9,11,12,13
183,Right Team Wins!,8,9,8,11,9,5
184,Right Team Wins!,18,4,6,13,7,8
185,Right Team Wins!,17,1,17,10,11,14
186,Left Team Wins!,11,9,13,11,6,16
187,Draw!,10,11,15,11,13,11
188,Left Team Wins!,13,8,10,12,12,7
189,Right Team Wins!,9,2,15,12,10,4
190,Right Team Wins!,10,2,17,11,10,8
191,Draw!,15,2,19,8,15,13
192,Draw!,14,3,19,12,13,11
193,Draw!,11,6,19,16,8,12
194,Left Team Wins!,10,8,15,11,8,15
195,Right Team Wins!,10,6,17,9,10,13
196,Left Team Wins!,21,5,9,10,13,12
197,Left Team Wins!,14,2,6,8,10,4
198,Draw!,14,4,18,8,12,16
199,Right Team Wins!,9,10,14,8,16,9
200,Draw!,11,5,20,12,7,16
201,Draw!,18,6,11,17,9,10
202,Draw!,15,13,8,9,16,11
203,Left Team Wins!,17,10,7,16,10,8
204,Left Team Wins!,14,7,5,14,9,3
205,Left Team Wins!,14,10,6,12,11,7
206,Left Team Wins!,10,13,8,7,13,11
207,Left Team Wins!,10,7,10,8,11,8
208,Left Team Wins!,7,10,6,11,8,4
209,Right Team Wins!,8,16,6,7,10,13
210,Draw!,16,13,6,4,17,15
211,Left Team Wins!,10,11,12,11,8,14
212,Left Team Wins!,12,4,14,12,8,11
213,Right Team Wins!,7,17,8,10,10,12
214,Draw!,10,14,12,9,12,15
215,Right Team Wins!,11,15,10,12,10,13
216,Right Team Wins!,14,9,3,7,12,7
217,Left Team Wins!,10,7,10,8,9,10
218,Right Team Wins!,14,13,5,10,14,8
219,Right Team Wins!,13,7,8,12,11,5
220,Left Team Wins!,12,10,11,12,9,11
221,Left Team Wins!,10,7,12,10,10,9
222,Right Team Wins!,9,12,14,11,9,15
223,Right Team Wins!,16,6,1,9,9,5
224,Left Team Wins!,9,7,16,9,11,12
225,Draw!,22,5,9,10,11,15
226,Right Team Wins!,19,8,8,11,8,16
227,Right Team Wins!,14,6,11,12,6,13
228,Draw!,14,12,10,11,14,11
229,Left Team Wins!,7,16,6,6,7,16
230,Right Team Wins!,22,8,3,6,12,15
231,Right Team Wins!,9,6,7,5,11,6
232,Left Team Wins!,4,16,8,8,11,9
233,Right Team Wins!,12,10,1,7,8,7
234,Left Team Wins!,5,10,9,9,11,4
235,Left Team Wins!,4,17,15,11,14,11
236,Left Team Wins!,10,11,9,11,12,7
237,Left Team Wins!,8,9,13,12,8,10
238,Left Team Wins!,7,8,14,10,13,6
239,Left Team Wins!,7,8,13,7,12,9
240,Left Team Wins!,6,7,16,11,9,8
241,Right Team Wins!,6,11,11,9,9,10
242,Draw!,6,10,20,13,11,12
243,Left Team Wins!,4,9,22,14,10,12
244,Left Team Wins!,4,12,17,9,12,12
245,Right Team Wins!,6,14,11,12,8,11
246,Left Team Wins!,10,8,14,7,13,12
247,Left Team Wins!,3,11,19,13,8,12
248,Left Team Wins!,9,9,18,12,6,18
249,Right Team Wins!,7,7,9,8,8,6
250,Left Team Wins!,5,5,17,9,10,8
251,Right Team Wins!,10,7,16,11,10,12
252,Left Team Wins!,5,4,19,9,12,8
253,Right Team Wins!,17,8,10,9,13,13
254,Right Team Wins!,16,5,9,13,10,7
255,Right Team Wins!,12,5,9,7,10,9
256,Right Team Wins!,5,7,9,14,5,2
257,Right Team Wins!,20,4,11,14,13,8
258,Draw!,15,6,15,12,10,13
259,Right Team Wins!,13,5,16,13,12,9
260,Left Team Wins!,10,4,19,16,11,8
261,Right Team Wins!,19,4,3,10,13,3
262,Left Team Wins!,13,2,20,13,7,15
263,Left Team Wins!,11,1,16,8,10,10
264,Left Team Wins!,12,9,13,11,9,14
265,Right Team Wins!,16,5,12,14,9,10
266,Draw!,14,6,15,10,13,13
267,Left Team Wins!,17,10,7,14,9,11
268,Right Team Wins!,8,3,17,9,8,11
269,Draw!,14,11,10,10,12,14
270,Left Team Wins!,13,12,10,13,9,14
271,Left Team Wins!,11,11,11,14,11,7
272,Right Team Wins!,3,16,9,12,12,4
273,Draw!,8,10,17,15,9,12
274,Draw!,11,10,15,13,14,8
275,Right Team Wins!,6,4,22,12,11,8
276,Left Team Wins!,8,11,15,14,12,8
277,Left Team Wins!,5,9,13,7,6,14
278,Draw!,4,13,19,9,17,10
279,Left Team Wins!,7,17,11,8,13,14
280,Right Team Wins!,2,11,23,12,14,10
281,Right Team Wins!,1,13,21,14,10,11
282,Left Team Wins!,5,16,9,8,9,13
283,Draw!,4,16,16,17,10,8
284,Left Team Wins!,7,17,7,15,9,7
285,Right Team Wins!,6,13,13,8,14,10
286,Left Team Wins!,3,14,6,7,14,2
287,Right Team Wins!,8,11,11,11,13,6
288,Right Team Wins!,7,12,10,10,12,7
289,Draw!,7,15,14,12,14,10
290,Draw!,14,13,9,11,12,13
291,Left Team Wins!,3,11,12,9,10,7
292,Left Team Wins!,6,13,17,11,12,13
293,Left Team Wins!,9,18,8,16,4,15
294,Draw!,12,13,11,7,12,17
295,Draw!,8,16,12,10,11,15
